cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
SFCレインボーロード,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_01h45m47s.jpg,10367,10083,15219,12284,1681,12980,14238,13289,16447,0,0,2334
ワリオこうざん,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_01h48m35s.jpg,10397,10069,15220,12274,1693,12995,14236,13298,16458,10893,25171,23357
ウォーターパーク,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_01h51m59s.jpg,10388,10059,15231,12264,1690,12994,14243,13302,16477,10891,25189,23365
N64レインボーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_01h55m14s.jpg,10396,10053,15252,12264,1698,13014,14271,16448,10887,25159,23378,19210
リボンロード,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_01h58m14s.jpg,10410,10063,12285,1700,14255,16458,10885,25173,10227,1383,0,0
DKジャングル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h01m47s.jpg,12458,7290,10283,15643,12770,18988,17821,27812,11371,1342,1645,0
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h05m41s.jpg,12451,7286,10273,15625,12796,18988,17845,27818,11387,0,898,13831
ピーチサーキット,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h09m32s.jpg,12452,7292,10268,15636,12827,27812,13447,16445,13805,0,0,0
リボンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h13m35s.jpg,12432,7287,10280,15618,12840,27828,13442,16463,0,0,0,0
グラグラかざん,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h16m47s.jpg,23393,33849,26307,31567,23371,24301,29314,34843,36722,0,0,0
ミュージックパーク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h19m38s.jpg,23420,33823,26326,31590,23376,24289,29323,34811,36720,0,0,0
ネイチャーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h23m08s.jpg,33819,26319,31560,23357,24304,29319,34821,36739,19123,19339,16463,19307
エレクトロドリーム,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h26m38s.jpg,10059,11515,13091,11838,13941,9711,9726,11159,15057,1631,0,0
DKジャングル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h30m47s.jpg,10045,11525,13069,11841,13923,9741,9743,11180,0,0,0,0
ヨッシーサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h34m59s.jpg,10043,11551,13062,11846,13935,9771,9738,11161,15019,16449,13869,0
ココナッツモール,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h39m02s.jpg,10030,11576,13048,11839,13950,9783,9766,11176,15012,0,1381,0
ワリオこうざん,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h42m44s.jpg,0,19813,12132,18041,16625,16762,15055,18931,10263,0,0,16776
ドルフィンみさき,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h50m02s.jpg,19827,12153,18004,16641,15046,10290,16791,16452,9141,1116,0,13895
DKジャングル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h53m41s.jpg,19842,12154,16631,10283,16477,9153,1141,10069,13913,5893,9882,0
N64カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_02h57m23s.jpg,19840,12155,10305,16488,9143,1139,10069,13900,5912,9907,9807,18675
ドッスンいせき,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h01m29s.jpg,19844,12158,10305,16467,9166,1140,13886,5919,9933,9851,1304,15474
GBAマリオサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h05m20s.jpg,12156,16445,9186,1172,13896,5914,9959,9811,13037,0,0,15774
ピーチサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h08m41s.jpg,12164,16441,9202,1173,13911,5915,9984,9796,13028,15440,9757,15791
ドーナツへいや,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h12m41s.jpg,12136,16452,9207,1205,13895,5916,9984,9784,13039,0,9761,15813
どうぶつの森,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h15m56s.jpg,12144,16458,9201,1206,13890,5944,9991,9784,13025,15449,9749,15825
ミュートシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h19m56s.jpg,12152,16445,9228,1207,13900,5948,9802,13025,1545,0,0,0
リンリンメトロ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h23m50s.jpg,12152,16469,9224,1205,13917,9804,13013,15462,15799,0,0,9091
ミュートシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h27m14s.jpg,12157,16453,9250,1206,13934,12997,15487,15811,22347,17999,3181,0
スイーツキャニオン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h30m47s.jpg,12182,16445,9251,1211,13951,13027,15809,22349,18010,9175,14384,18726
ネイチャーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h34m23s.jpg,12188,16470,9242,1212,13960,13011,15800,22352,9202,0,0,9790
ワリオスタジアム,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h37m38s.jpg,12182,16479,9231,1240,13936,13020,15780,22365,920,0,0,9816
ビッグブルー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h41m35s.jpg,11127,14128,11289,13584,11696,9839,9717,26173,10658,0,0,0
エキサイトバイク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h43m47s.jpg,11139,14146,11296,13583,11723,9853,9715,10649,16468,9273,0,0
ネオクッパシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h47m38s.jpg,14164,11313,13578,11728,9853,9706,10679,16469,17754,1772,0,0
ドラゴンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】予選なんとか突破【シェリンにじさんじ】_03h51m17s.jpg,14184,11333,13589,11711,10670,16456,17754,13686,0,0,0,0
ワルイージピンボール,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h06m35s.jpg,13960,33392,15359,15959,14621,18599,10056,11048,15567,0,0,0
リボンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h10m26s.jpg,13955,33400,15367,15936,18593,10069,11083,15554,11969,17443,19349,27704
ホネホネさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h14m23s.jpg,13932,33417,18613,10095,11069,11989,17444,11702,9226,0,0,0
DKジャングル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h18m20s.jpg,13905,33428,10085,11101,12003,17429,11711,9231,11695,16150,0,0
ミュートシティ,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h22m17s.jpg,13932,33439,10096,11116,17438,11699,9225,11696,16137,0,0,0
リボンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h25m41s.jpg,13933,33458,10113,11143,17451,11690,16129,9954,9839,9059,1526,0
ドーナツへいや,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h29m26s.jpg,13933,33470,11154,17441,11671,16114,9971,9826,9082,1529,1094,10181
N64カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h32m47s.jpg,13920,33486,11140,17448,11697,16127,9978,9829,9094,15295,10924,10169
GBAマリオサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h36m56s.jpg,13892,33471,11127,17450,11724,16111,9983,9839,9117,15310,1090,10187
ドーナツへいや,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h40m11s.jpg,13899,33460,11108,17458,11750,10005,9837,15318,10938,0,0,9314
ワルイージピンボール,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h44m08s.jpg,13906,33467,17455,11766,10029,9835,15293,10935,10218,7568,1572,19636
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h48m17s.jpg,13879,33479,17430,11766,10059,9846,15309,10947,10236,7569,1570,19618
N64カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h52m38s.jpg,18977,12554,11254,16766,9373,11197,11850,7801,12759,8389,9006,17404
GBAマリオサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h56m35s.jpg,12551,11280,16739,9371,11207,11854,7801,12777,831,0,0,0
シャーベットランド,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_00h59m26s.jpg,12548,11299,16758,9371,11232,11837,7803,12783,8372,0,0,98059
ツルツルツイスター,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h02m56s.jpg,12575,11308,16753,11257,11855,7794,12759,8368,9032,0,0,19871
エキサイトバイク,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h07m08s.jpg,12564,11293,16774,11258,11830,7789,12763,8388,9049,0,0,0
リンリンメトロ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h10m26s.jpg,12580,16772,11288,11831,7797,12745,8381,9074,17376,9804,15074,0
ドルフィンみさき,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h14m20s.jpg,12587,16749,11267,11834,7797,12767,8399,9075,17385,9808,1505,0
エキサイトバイク,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h18m35s.jpg,12593,16744,11296,11817,7798,12783,8406,9065,17400,980,0,0
ワリオスノーマウンテン,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h21m35s.jpg,12566,16737,11327,11824,7806,12800,8404,9057,17414,0,0,3240
ココナッツモール,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h24m35s.jpg,12574,16711,11348,11823,7820,12813,8402,9045,0,0,0,0
ロックロックマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h28m53s.jpg,12593,11344,12821,9046,17394,9820,15159,19838,0,0,0,0
ドッスンいせき,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h33m05s.jpg,12593,11340,12836,9057,17413,15161,19851,0,0,0,0,0
キノピオハイウェイ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h37m47s.jpg,10383,9661,13234,17551,9740,10956,14345,17454,10242,0,1091,0
クッパキャッスル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h41m41s.jpg,10375,13229,17566,9754,10950,14343,17463,10260,11350,17439,0,0
ワリオスタジアム,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h45m44s.jpg,10393,13257,17552,9745,10939,14362,17469,10261,11354,17449,10169,35791
ヨッシーサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h49m32s.jpg,10381,13266,17574,9741,10948,14349,17486,10263,11331,0,1011,0
プクプクビーチ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】昼レート【シェリンにじさんじ】_01h53m11s.jpg,10398,13245,17595,14354,17470,10289,17471,10181,35757,0,0,13266
リボンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_00h59m20s.jpg,10368,11899,9898,16761,14313,14511,16122,0,0,0,0,0
ミュートシティ,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h03m26s.jpg,12202,14544,13029,12784,15302,9029,10474,16659,10511,0,0,0
ピーチサーキット,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h07m11s.jpg,12227,14533,12783,15302,10488,16681,10499,16110,12065,1687,0,0
メリーメリーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h11m32s.jpg,12228,14548,12764,10484,10482,16097,16888,9221,8545,0,0,10219
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h15m38s.jpg,12248,14573,10487,10467,16104,16904,9232,10225,9449,0,0,11596
クッパキャッスル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h19m32s.jpg,12268,14582,10487,10453,16102,16920,9247,10221,9444,8336,936,18260
マリオカートスタジアム,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h23m11s.jpg,14587,10458,16125,16938,10231,9436,25372,10359,18270,0,0,0
GBAマリオサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h26m05s.jpg,14573,10469,16103,16962,10249,9427,25378,10366,18288,0,0,11372
エキサイトバイク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h29m29s.jpg,14586,10471,16078,16982,10243,25395,10372,18300,18980,0,0,0
ワリオこうざん,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h33m05s.jpg,14570,10470,16050,16990,10258,25406,10362,18323,629,0,0,0
エレクトロドリーム,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h36m35s.jpg,10378,9791,13060,8037,15885,0,8747,1043,15900,1081,1477,1010
ドルフィンみさき,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h41m26s.jpg,9295,11958,10189,10467,1014,13254,10094,0,0,0,0,2714
ツルツルツイスター,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h46m53s.jpg,11959,10229,10450,1022,13271,10089,15548,27130,10190,1605,11711,15914
ネオクッパシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h50m41s.jpg,10212,10440,1047,13274,10090,15542,27147,10203,16068,0,0,11669
ロックロックマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h54m11s.jpg,10212,13292,10082,15541,27159,10215,16052,11754,15891,0,0,9428
サンシャインくうこう,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_01h58m08s.jpg,13295,10081,27175,10242,16066,11766,15885,11705,13945,0,0,0
ココナッツモール,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h02m14s.jpg,13282,10087,27142,10233,16087,15895,9119,17125,10830,0,0,0
リンリンメトロ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h05m41s.jpg,13262,10097,27148,10237,16095,15914,9121,17148,21339,10368,10809,11653
GBAマリオサーキット,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h09m23s.jpg,13251,10100,27156,16099,15939,9119,17166,21334,10357,0,0,16234
ネイチャーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h12m32s.jpg,13261,10088,27173,16109,15954,9114,17146,21325,10359,0,0,5895
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h15m56s.jpg,13262,10076,27176,16085,15970,9120,17171,21340,10371,0,0,16259
チクタクロック,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h19m23s.jpg,13277,10091,27188,16086,15961,9119,17156,10377,0,0,0,0
ドルフィンみさき,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h22m38s.jpg,27206,16107,15967,9117,17141,10821,11682,16256,42303,2137,0,0
ホネホネさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h26m35s.jpg,27220,16135,15953,9129,17132,10810,11663,16266,42298,0,0,99898
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h31m02s.jpg,11329,25932,10486,8321,6969,9745,10864,14941,10430,1615,2132,15960
エキサイトバイク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h34m32s.jpg,11325,25949,10472,8319,6963,9752,10856,14946,10447,0,0,15979
ドルフィンみさき,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h37m59s.jpg,11356,25961,10493,8332,6961,9751,14950,10428,16160,0,0,17119
キノピオハイウェイ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h41m50s.jpg,11368,25955,10489,8338,6962,9739,14961,10416,0,0,0,0
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h45m17s.jpg,11345,25944,10515,8355,6963,9742,14947,16194,21297,0,0,20184
ドラゴンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h49m05s.jpg,11378,25914,8376,6993,14955,16176,21284,16004,0,0,798,0
ハイラルサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h52m59s.jpg,11407,25914,8370,7003,14945,16204,21281,15983,0,0,0,0
ミュージックパーク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_02h56m56s.jpg,11411,25914,8374,6999,14965,16218,21299,16012,0,0,0,0
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h01m02s.jpg,11411,25922,8390,6994,14990,16217,21321,15996,17189,0,0,1430
ワルイージピンボール,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h08m29s.jpg,11390,25934,14941,16199,21334,16015,17199,20235,25067,0,0,0
GBAマリオサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h11m23s.jpg,11376,25911,14950,16201,21325,16040,17211,20259,0,0,0,0
ワリオスタジアム,200cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h14m50s.jpg,11412,25910,14942,16227,21332,16040,17195,20229,0,0,0,0
パックンスライダー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h17m56s.jpg,11393,25923,14953,16211,21339,16071,17188,20243,25075,0,0,15086
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h21m32s.jpg,11384,25932,14980,16221,21346,16070,17182,20218,25094,0,0,15077
カラカラさばく,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h25m17s.jpg,11365,25931,14971,16241,21321,16070,17185,20236,25113,0,0,15206
ヨッシーバレー,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h29m05s.jpg,25930,14968,16226,21318,16071,17215,20250,25093,14295,15090,15187,10099
マリオカートスタジアム,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h32m59s.jpg,25948,14949,16217,21306,16077,17199,20245,25093,14313,15059,15209,10126
ハイラルサーキット,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h36m05s.jpg,25943,14941,16237,21328,16104,17213,20235,25064,14326,0,0,0
リンリンメトロ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h39m38s.jpg,25924,14963,16232,21307,16084,17223,20254,25060,14349,0,0,0
ビッグブルー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h43m14s.jpg,25942,14949,16223,21320,17197,20253,25045,14371,15060,0,0,0
プクプクビーチ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h46m32s.jpg,25918,14946,16203,21317,17226,20262,25046,14348,15088,15250,14153,12032
ネオクッパシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h50m08s.jpg,25889,14979,16219,21305,17235,20261,25036,14335,0,0,0,0
メイプルツリーハウス,mirror,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h53m41s.jpg,25893,14960,16204,21275,17234,20246,25055,14333,15086,1524,1420,12077
ドーナツへいや,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_03h57m14s.jpg,25869,14942,16200,21297,17244,20264,25060,14325,15089,0,0,12103
ミュージックパーク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h00m17s.jpg,25840,14959,16231,21300,17218,20259,25037,14317,15111,1528,1417,12113
N64レインボーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h04m02s.jpg,25825,14951,16216,21322,17232,20262,25050,14325,0,0,0,0
ミュートシティ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h06m59s.jpg,25834,14977,16216,21306,17240,20233,25055,14332,15165,15250,12118,10239
カラカラさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h10m38s.jpg,25842,14994,16200,21280,17229,20227,25073,14344,1519,0,0,11571
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h14m44s.jpg,13907,7758,0,20172,11719,9998,10085,0,0,0,0,0
ピーチサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h19m50s.jpg,13944,20178,11712,10034,10098,12614,8064,1034,6339,0,0,17202
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h23m26s.jpg,13920,20145,11701,10049,12631,8078,1049,6340,16789,0,0,0
ウォーターパーク,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h27m17s.jpg,20153,10046,12625,8088,1070,6341,16262,15234,0,0,0,0
ツルツルツイスター,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h30m56s.jpg,20156,10048,12648,8086,1068,6346,16237,15259,0,0,0,0
ビッグブルー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h34m38s.jpg,20146,12661,8077,1073,6370,16255,15248,17237,0,0,0,0
プクプクビーチ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h37m32s.jpg,20159,12659,8082,1070,6391,16229,17220,14419,12670,11782,9072,16607
リボンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h41m17s.jpg,20131,12678,8083,1068,6391,16237,17236,14410,0,0,0,0
ドラゴンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h44m53s.jpg,20149,12686,8079,1080,6397,16236,17229,14432,12653,11797,15009,27700
新レインボーロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h48m02s.jpg,20169,12685,16240,17242,14444,12641,11802,15029,27675,0,0,0
マリオカートスタジアム,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h51m53s.jpg,20171,12684,16227,17253,14467,12620,15058,27667,13337,13293,18502,9091
ピーチサーキット,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h55m35s.jpg,20182,12687,16255,17239,14477,12628,15082,27670,0,0,0,0
リンリンメトロ,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】深夜練習【シェリンにじさんじ】_04h59m17s.jpg,20174,12674,16283,17255,14467,12642,15086,27640,13306,18484,10438,9460
ドッスンいせき,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h07m23s.jpg,15332,11744,18683,16556,14027,14972,12106,10791,997,11727,1348,0
エキサイトバイク,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h10m08s.jpg,15317,11744,18683,16579,14044,14972,12131,10787,994,0,0,0
ネオクッパシティ,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h13m53s.jpg,15313,11750,18699,16588,14027,14963,12142,10771,992,0,1331,18313
ココナッツモール,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h17m17s.jpg,69252,11432,10717,13696,5652,18330,18834,9255,0,0,0,0
GBAマリオサーキット,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h22m11s.jpg,69257,11439,10704,18352,18871,9249,10717,13763,18288,0,0,0
ネイチャーロード,150cc,DLC1,data\images_person1\DLC1\【マリオカート8DX】レート戦【シェリンにじさんじ】_00h25m35s.jpg,69269,11420,10693,18363,18871,9249,10722,18294,7805,0,0,0
