cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1162164ms.png,26707,32447,22778,27225,29158,17053,22606,20436,11498,3714,30869,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1289050ms.png,31721,13478,20550,23329,24353,20528,36495,28174,27372,9054,2796,0
マリオカートスタジアム,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1370538ms.png,26697,32428,22757,27219,29179,17041,22615,20461,11523,3712,30865,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1523711ms.png,32433,1365,23738,25362,21798,22266,21271,18090,11452,17003,32173,0
スイーツキャニオン,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1579265ms.png,26682,32399,22755,27238,29186,17038,22644,20466,11538,3710,30875,0
GBAマリオサーキット,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1736328ms.png,32451,1363,23719,25371,21786,22273,21265,18116,11463,16986,20569,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1752369ms.png,26676,32371,22763,27256,29193,17045,22628,20486,11534,3707,30895,9751
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1938911ms.png,32421,1361,23718,25364,21808,22279,21277,18148,11460,17008,20562,20536
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@1981500ms.png,22781,29200,22651,20495,30891,34304,20785,33768,32391,32022,22857,26360
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2152433ms.png,32438,1358,23738,25370,21795,22286,21280,18144,11451,17031,20540,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2202204ms.png,22790,29211,22680,20491,30895,34271,20810,32413,32001,22860,26355,28291
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2356001ms.png,32432,1356,25387,21791,22312,21267,18160,11438,17043,20534,20517,20818
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2384405ms.png,22788,29226,22689,20506,30874,34253,20795,32406,32018,22879,26384,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2563104ms.png,32448,1361,25360,21813,21254,11439,17061,20532,20490,20825,2488,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2571171ms.png,22782,29208,22699,20507,30893,34264,20811,32413,32042,22863,26360,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2743313ms.png,32455,1373,25381,21833,21226,17075,20510,20489,20830,2496,25410,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2795384ms.png,22796,29181,22702,20542,30908,34242,20796,32403,32026,22882,26365,62793
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2953029ms.png,32463,1370,25377,21845,21224,17062,20499,20483,20808,2516,25431,18192
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@2999568ms.png,22815,29168,22681,20568,30904,34215,20811,32382,32049,22891,26389,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3145050ms.png,32461,1367,25384,21872,21211,17050,20493,20462,20827,2533,25447,18193
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3211286ms.png,22794,29169,22680,20559,30908,34231,32405,32043,22885,26408,62748,32200
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3356686ms.png,32478,1378,25400,21879,21209,17067,20476,20466,20845,2533,18169,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3405347ms.png,22779,29162,22691,20565,30894,34249,32376,32047,22875,26439,62756,32209
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3567702ms.png,32490,1375,25410,21904,21215,17048,20478,20452,20837,2547,8200,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3604634ms.png,22774,29184,20592,30871,34242,32386,32028,22875,26470,62749,32214,0
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@368597ms.png,26633,32412,20569,22748,27232,21985,29178,26650,17041,22592,29218,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3799056ms.png,32506,1372,25383,21909,21235,20464,20448,20852,2564,8206,11519,0
チョコマウンテン,200cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@3834367ms.png,22760,29214,20574,30868,34242,32377,32044,22891,26463,32195,76431,0
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4022843ms.png,32519,1383,25403,21923,20450,20425,20857,2581,8215,12431,48373,0
GBAマリオサーキット,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4180367ms.png,22778,29199,20599,30841,34232,32347,32054,22899,26500,32244,9105,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4275950ms.png,25392,21920,20468,20880,2601,8228,12414,48352,23866,26851,31698,12085
マリオカートスタジアム,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4401822ms.png,22762,29194,20594,30840,34247,32358,32032,22877,26514,32266,9126,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4485317ms.png,25377,20467,20899,2636,8235,12429,48355,23847,26868,31670,12065,0
マリオカートスタジアム,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4608682ms.png,22780,29180,20583,30844,34263,32350,32030,22856,26509,32289,9125,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4729990ms.png,25385,20452,2657,48372,23825,26859,31679,12092,40448,28721,20295,0
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4837096ms.png,22763,29181,20608,30824,34254,32358,26533,32311,9132,23004,0,0
SFCレインボーロード,200cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@4930419ms.png,25397,20431,2669,48379,26848,31674,12123,40466,28724,20284,27070,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5047499ms.png,22772,29171,20594,30818,34256,26561,32327,9137,23024,23780,44499,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5110151ms.png,25377,20425,2684,26832,31664,12105,40471,28726,20308,27098,33741,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5285707ms.png,22755,29180,20601,30804,34266,26568,32318,23052,23768,44516,30823,0
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5338234ms.png,25360,20422,26844,31685,12091,40483,28725,20300,27104,33751,19810,38028
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5490925ms.png,22745,29192,20603,30804,34258,26593,32341,23031,23782,44524,30808,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@550243ms.png,26653,32430,22758,27240,21974,29174,17041,22614,29187,20423,30869,0
スイーツキャニオン,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5549972ms.png,25340,20422,40487,28727,20315,33763,19804,38018,10042,11179,41180,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5701208ms.png,22760,29194,20604,30823,34265,26574,32364,23056,23771,44513,30793,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5780241ms.png,25356,20413,40463,28728,20296,33766,19835,38023,11185,41193,11354,17528
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@583281ms.png,31701,24880,14814,13450,72917,21797,20586,24338,23328,0,0,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@5909674ms.png,22785,29216,20601,30824,34272,26560,32357,23036,23770,44511,27512,0
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6005074ms.png,25349,20440,40468,28734,20283,19837,38043,11168,41174,17536,53140,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6124814ms.png,22769,29212,20581,30837,34292,26554,32336,23064,23788,44505,27500,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6213357ms.png,25352,20433,40488,28750,20301,19841,38060,11157,41161,17516,53138,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6333886ms.png,22792,29204,20561,30817,34289,26534,32329,23082,23799,44521,27522,0
SFCレインボーロード,200cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6419825ms.png,25340,20416,40486,20334,19859,38072,11140,41139,17520,53122,26066,21155
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6545994ms.png,22776,29210,20542,30797,34276,26562,32341,23090,23817,44533,27510,17091
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6603991ms.png,25352,20399,40502,19892,38065,11134,41135,17515,53121,21132,26250,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6765702ms.png,29181,20552,30806,34254,26571,32325,23093,23839,44545,27489,17094,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6832075ms.png,25347,20394,19909,38081,11161,41156,17506,53112,21109,26255,20792,26374
SFCレインボーロード,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@6961729ms.png,29197,20551,34245,23825,27516,10100,27116,0,0,0,0,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7038774ms.png,25334,20416,19937,38074,11164,41133,17486,21141,26261,20798,26385,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7186447ms.png,32192,33013,28519,27480,24600,36129,22709,30151,15223,20550,32263,0
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7246883ms.png,25310,20406,19949,38092,11158,41146,17505,21141,26250,20804,26398,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7374788ms.png,32161,33016,28546,27459,24621,36105,22738,30137,15231,20560,32271,20570
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7572322ms.png,16057,40027,31629,21776,14921,22778,20162,31492,25383,28410,20438,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7576544ms.png,32179,33013,28519,27448,24637,36123,22736,30152,15220,20564,32250,20585
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@776963ms.png,26674,32439,22774,27266,21980,29143,17040,22602,29189,20424,11481,0
チョコマウンテン,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7783816ms.png,39998,31640,21763,14920,20194,31497,25404,28401,20442,41122,16571,15014
ドーナツへいや,mirror,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7805570ms.png,32152,32996,28545,27471,24649,36132,22724,30143,15228,20574,32258,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7981765ms.png,32122,33012,28562,27450,24665,36151,22733,30148,15226,20564,32246,20570
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@7985814ms.png,40002,31624,21784,14922,20176,31515,25401,28382,20454,41116,16606,14995
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@811202ms.png,31707,14803,13465,72932,20576,23329,24331,20495,36506,28165,31819,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1_manual\【マリカ8DX】レート戦【シェリン_にじさんじ】@957220ms.png,26683,32438,22794,27241,21975,29165,17044,22592,29186,20410,11511,3716
ヨッシーバレー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h12m14s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ワリオスノーマウンテン,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h16m41s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ドラゴンロード,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h20m47s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ドーナツへいや,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h24m35s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
DKジャングル,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h28m08s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ホネホネさばく,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h32m08s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ワルイージピンボール,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h36m05s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ヨッシーバレー,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h40m23s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
ココナッツモール,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h44m47s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
チクタクロック,150cc,DLC0,data\images_person1\DLC0\【マリカ8DX】あと２日。【シェリンにじさんじ】_00h48m38s.jpg,0,0,0,0,0,0,0,0,0,0,0,0
