cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
ニューヨークドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h53m48s.jpg,12754,12510,12803,16760,10721,12386,3133,13332,13818,4055,10331,11358
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h56m56s.jpg,12746,12538,12789,16775,10739,12393,3147,13313,13828,4056,10310,11361
メイプルツリーハウス,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h00m00s.jpg,12737,12551,12797,16756,10744,12421,3178,13309,13799,4056,10298,11380
ミュージックパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h03m40s.jpg,12765,12553,12804,16761,12403,3178,13814,4063,10320,11373,28212,0
キノピオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h07m48s.jpg,12788,12548,12821,12409,3194,13796,4063,11364,10627,10715,23513,0
キノコリッジウェイ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h11m10s.jpg,12771,12576,12814,12386,3209,13811,4072,11387,10638,10721,11442,11291
カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h14m54s.jpg,12776,12587,12789,12387,3213,4069,11415,10714,11460,11288,15752,0
スカイガーデン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_02h18m30s.jpg,12775,12558,12816,12370,3240,4080,11422,10736,11472,11266,0,0
シャーベットランド,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h01m04s.jpg,17863,32493,19176,11822,21142,9395,16565,17036,11479,12795,12153,13357
モーモーカントリー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h04m38s.jpg,17848,32460,19194,11821,21163,9421,16576,17032,11488,12808,12141,13338
ビッグブルー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h07m46s.jpg,17838,32476,19188,11835,21179,9412,16588,17017,11477,12831,12149,13319
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h10m52s.jpg,17833,32479,19177,11824,21161,9437,16594,16989,11486,12858,12132,13351
エレクトロドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h14m18s.jpg,17858,32459,19170,11807,21168,9466,16611,16994,11476,12856,12141,13328
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h21m02s.jpg,17862,32469,19158,11815,21190,9457,16634,16980,11489,12846,12123,13352
スノーランド,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h24m50s.jpg,17837,32436,19172,11803,21178,9486,16991,11492,12879,12131,13364,15617
ドッスンいせき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h28m26s.jpg,17861,32443,19164,11781,21174,9481,11507,12866,12130,13356,15640,13133
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h32m18s.jpg,17855,19172,11790,21143,9506,11521,12863,12122,15663,13113,11006,11334
カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h36m24s.jpg,17842,19182,11766,21156,9507,11507,12869,12134,15688,13093,11024,11336
新レインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h40m12s.jpg,17825,19202,11752,21142,9534,11525,12843,12115,15703,13103,11027,11343
ニューヨークドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h44m12s.jpg,17812,11733,9542,12864,12122,15708,13129,11019,11330,0,0,0
トーキョースクランブル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h47m22s.jpg,17817,11709,9541,12866,12151,0,11017,11341,11395,13846,18069,30771
プクプクビーチ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h50m38s.jpg,17824,11711,9545,12891,12131,13100,11029,11363,11427,13829,15723,37524
キノピオハーバー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h54m04s.jpg,17830,11702,9575,12886,12106,13084,11057,11344,11434,13838,15738,0
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h57m52s.jpg,17849,11711,9563,12882,12120,13102,11038,11331,11426,13860,15733,14989
N64レインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h01m24s.jpg,17849,11727,9574,12855,13091,11065,11316,11448,13853,15708,14984,16903
GBAマリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h04m20s.jpg,17826,11703,9567,12844,13116,11068,11349,11470,13861,15697,14985,12543
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h07m50s.jpg,17831,11688,9568,12843,13119,11090,11377,11451,13853,15721,14991,12615
ドーナツへいや,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h19m18s.jpg,17801,11679,9602,12859,13098,15026,12664,9102,16257,17845,9749,11124
ミュージックパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h23m04s.jpg,17792,11685,9590,12853,13112,15011,12684,9100,16260,17866,9776,11105
どうぶつの森,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h26m56s.jpg,17774,11697,9617,12858,13085,15036,9108,16249,17872,9771,11127,20618
N64レインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h30m40s.jpg,17791,9629,12848,13115,15013,9129,16219,17874,9794,11130,20604,12358
マリオカートスタジアム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h33m36s.jpg,17784,9640,12879,13105,15024,9145,16199,17886,9798,11158,20575,12333
ミュートシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h37m02s.jpg,17796,9633,12884,13080,15010,9155,16208,17864,11155,20589,12365,11446
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h40m38s.jpg,17784,9630,12884,13105,14982,9179,16213,17872,11148,20561,12396,11454
GBAマリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h44m34s.jpg,9627,12900,13130,15009,9192,16208,17855,11130,20570,12407,11451,9264
ミュージックパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h47m50s.jpg,9619,12929,13113,15029,9181,16196,17851,11132,20570,11467,9264,12418
ヨッシーバレー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h51m52s.jpg,9631,12954,13102,15039,9175,16209,17871,13679,8246,10672,15086,8559
エキサイトバイク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h59m50s.jpg,9633,12974,13137,15022,9187,16211,17878,8233,10691,8570,15079,12419
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h03m14s.jpg,9624,13002,13124,15017,16209,17888,8224,10708,8575,15058,12428,4236
キノコキャニオン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h07m28s.jpg,9618,12993,13151,15010,16226,17898,8226,8594,12436,4236,16157,10777
ドルフィンみさき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h10m42s.jpg,9615,13011,13128,15014,16243,17918,8231,8584,12439,4240,16149,10792
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h14m26s.jpg,9625,13002,13140,15028,16260,17938,8229,8574,4248,16141,10775,37336
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h18m16s.jpg,9623,12995,13163,16258,17959,8228,8564,4248,16145,10791,37325,13433
ホネホネさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h22m48s.jpg,9629,13008,13155,16233,17980,8229,4253,16144,10802,37332,13456,11244
カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h27m02s.jpg,9647,12987,13158,16246,17968,8232,4267,16162,10791,37349,13464,9137
マリオサーキット3,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_02h30m50s.jpg,9656,12995,13136,16226,17974,8237,4264,16157,10783,37365,13481,9162
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h02m10s.jpg,13776,31088,10660,10441,11909,14110,9126,41410,7599,13008,15859,11255
ベルリンシュトラーセ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h05m16s.jpg,13804,10648,10436,11905,9150,41413,7617,13031,11262,18461,10475,15859
キノピオハイウェイ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h20m16s.jpg,13828,10463,11935,13050,11337,18443,15814,12627,14062,9564,0,0
エレクトロドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h23m50s.jpg,13838,10457,11910,13055,11338,18455,15837,12607,14053,9585,17470,13696
メイプルツリーハウス,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h31m28s.jpg,13830,11929,13055,11358,18448,15878,12655,14003,9596,17455,0,0
シドニーサンシャイン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h38m56s.jpg,13888,13043,18401,15916,12668,13963,9609,17470,24327,0,0,0
キノコキャニオン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h43m36s.jpg,13490,23943,14310,10486,11163,9304,1576,10214,5924,18129,13054,12660
ロックロックマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h47m10s.jpg,13497,23956,14310,10488,11192,9305,1604,10203,5923,18097,13067,12647
ワリオスノーマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h50m58s.jpg,13498,23931,14330,10489,11222,9318,1628,5932,18107,13044,12635,15929
ウォーターパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h54m24s.jpg,13516,23943,14306,10482,11232,9336,1633,5947,18127,13043,12609,15919
リンリンメトロ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h01m34s.jpg,13496,23912,10465,11223,9356,1689,5976,18163,13050,12596,15912,37649
アイスビルディング,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h04m54s.jpg,13480,23884,10464,11214,9344,1710,5988,18161,13063,12616,15932,37665
ワルイージピンボール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h08m28s.jpg,13477,23903,10484,11205,9335,1708,5997,18164,13087,12599,15932,37668
3DSレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h12m28s.jpg,13461,23885,10495,5995,18172,13086,12624,15922,37685,2269,24703,0
ベルリンシュトラーセ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h15m42s.jpg,13442,23889,10501,6024,18144,13095,12617,15939,37701,2281,24681,16515
3DSレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h19m24s.jpg,13457,23905,10493,6043,18129,13091,12593,15956,37718,2282,24672,16517
ベルリンシュトラーセ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h22m44s.jpg,13472,23873,10493,6045,18149,13081,12614,15964,37735,2283,24664,16518
ロンドンアベニュー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h26m26s.jpg,13468,23888,10489,6058,18174,13067,12596,15981,37733,2280,24660,16529
トーキョースクランブル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h33m50s.jpg,13498,23867,6083,18150,13058,12628,15996,37766,2279,24634,16559,4313
ミュージックパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h36m50s.jpg,13474,23878,6085,18170,13053,12634,16023,37765,2286,24607,16555,4335
ロックロックマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h40m20s.jpg,13483,23898,6080,18184,13058,12619,16036,37777,2300,24593,16542,4335
N64カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h43m48s.jpg,13473,23913,6094,18175,13073,12620,16053,37793,2303,24594,16520,4332
エレクトロドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h50m24s.jpg,13477,23906,18180,13098,12602,16058,2314,24568,16539,4361,21967,7688
ロックロックマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h54m04s.jpg,13457,23915,13109,12607,16056,2339,24582,16530,4364,21948,7681,0
カラカラさばく,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_01h58m02s.jpg,13486,23898,13110,12603,16071,2343,24585,16551,4364,21947,7674,0
テレサレイク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h01m46s.jpg,13487,13101,12617,16076,2344,24599,16566,4375,21968,7673,15950,0
ミュートシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h05m18s.jpg,13510,13075,12603,2367,24570,16592,4386,21976,7689,15938,11377,0
シドニーサンシャイン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h08m38s.jpg,13494,13081,12615,2379,24562,16568,21994,7681,15958,11396,18521,0
ベビィパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h16m20s.jpg,13489,13103,12639,2393,22014,7708,15916,11371,18511,10246,0,0
ネイチャーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h18m54s.jpg,13474,13125,12655,2395,21981,7712,15940,11370,18513,10254,0,0
ロックロックマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h22m50s.jpg,13141,12647,2397,7730,15934,11376,18482,12303,12037,14527,11308,0
ロックロックマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h26m30s.jpg,13169,12653,2402,7722,15929,11372,18490,12281,12049,14514,11332,0
ロンドンアベニュー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h30m14s.jpg,13174,12653,2403,7730,15941,11386,18508,12265,12022,14501,11357,9192
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h34m02s.jpg,13196,12671,2428,7744,15934,11365,18489,12258,11995,14526,11367,9187
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h09m36s.jpg,13836,1019,10598,10396,13247,11301,9519,10037,2429,13046,12265,18520
エキサイトバイク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h13m16s.jpg,13822,1023,10611,10392,13217,11330,9540,10045,2446,13022,12262,18527
エレクトロドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h17m00s.jpg,13841,1048,10607,10374,13233,11313,9547,10026,2460,13048,12269,18508
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h20m42s.jpg,13836,1052,10610,10396,13259,11305,9564,10008,2481,13059,12246,18488
メイプルツリーハウス,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h24m08s.jpg,13835,1049,10595,10417,13269,11292,9574,2480,13050,12273,18477,10382
ロンドンアベニュー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h27m40s.jpg,13845,1056,10617,10416,13285,11285,9583,2477,13026,12301,18452,10385
チョコマウンテン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h31m32s.jpg,13825,1077,10630,10420,13306,11282,9601,2478,13052,12292,18433,10363
シドニーサンシャイン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h35m00s.jpg,13829,1091,10606,10438,13286,11295,9622,2478,13043,12320,18427,10355
GBAマリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h38m38s.jpg,13829,1088,10604,10427,13312,2482,13033,12342,18397,21050,12451,0
ビッグブルー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h41m48s.jpg,13839,1089,10623,10416,13300,2478,13062,12348,18411,21036,12451,10081
ピーチガーデン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h45m14s.jpg,13816,1103,10610,10438,13288,2502,13079,18407,21021,12459,2404,14392
キノピオハーバー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h49m16s.jpg,13842,1110,10604,13284,2518,13086,18412,20992,12476,2400,14372,9072
DKジャングル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h53m08s.jpg,13853,1106,10613,13286,2527,13113,18426,21000,12454,2406,14367,9065
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h57m06s.jpg,10612,13297,2533,13119,18440,21008,12431,2416,14392,9052,11917,0
スカイガーデン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h00m22s.jpg,10630,13275,2541,13147,18428,21000,12437,2413,9047,11928,12449,12699
SFCレインボーロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h04m12s.jpg,10630,13257,2548,13174,18437,21004,12429,2410,9056,11937,12426,12721
GBAマリオサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h07m20s.jpg,10654,13284,2546,13161,18442,21012,12432,2410,9057,11919,12423,12729
ピーチサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h10m28s.jpg,10645,13301,2556,13168,18432,21016,12461,2414,11922,12447,12702,13676
ベビィパーク,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h14m24s.jpg,10650,13273,2567,13186,18451,20987,12469,2428,11937,12430,12726,13663
シドニーサンシャイン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h17m16s.jpg,10646,13291,2587,13209,18446,20977,12498,2435,11950,12704,13646,32412
ニューヨークドリーム,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h25m04s.jpg,13290,2591,13249,18405,21000,12482,2436,11965,13677,12426,10011,8544
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h28m06s.jpg,13287,2588,13266,18405,21018,12474,2440,11953,13688,12449,9997,8553
トーキョースクランブル,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h31m26s.jpg,13299,2599,13253,18423,21030,12482,2440,11926,13705,12451,9989,8560
ワルイージピンボール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h34m16s.jpg,13310,2596,13269,18414,21029,12469,2444,11950,13732,12429,9987,8569
シドニーサンシャイン,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h38m14s.jpg,13322,2599,13256,18427,21047,12467,2441,11958,13708,12447,9985,8579
ハイラルサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h41m52s.jpg,13299,2617,13263,18436,21060,12495,2452,11972,13690,12436,9969,8586
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h45m50s.jpg,13326,2627,18450,21031,2456,11985,13691,12423,9971,8599,7656,0
メイプルツリーハウス,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h49m30s.jpg,13335,2624,18459,21023,2456,11990,13716,12444,9965,8602,13292,14417
リンリンメトロ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h53m06s.jpg,13357,2638,18440,21022,2453,13708,12427,9980,8612,13309,14443,0
ベルリンシュトラーセ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h56m38s.jpg,13384,2646,18433,21035,2450,12422,9989,8604,13292,0,0,0
ベルリンシュトラーセ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h03m50s.jpg,13363,2655,18471,21035,2444,12427,13283,31536,10101,7633,0,0
アイスビルディング,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h07m44s.jpg,13384,2660,18457,21027,2445,12401,13291,7643,1524,18104,0,0
ヨッシーサーキット,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h11m18s.jpg,13398,2663,18477,21027,2445,13293,18117,25613,10698,13973,0,0
ニンニンドージョー,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h15m12s.jpg,13398,2684,18494,21013,2442,25629,10716,11160,13732,8042,0,0
ドッスンいせき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h19m08s.jpg,13395,2685,18480,21033,2439,25640,10705,11177,13740,8051,28228,9912
リボンロード,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h25m40s.jpg,13396,2685,18491,21061,2453,25621,10707,11207,13741,8055,28244,9908
ココナッツモール,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h01m30s.jpg,9541,16089,7663,7961,7911,8232,7934,0,8054,8517,8492,10098
ドルフィンみさき,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h04m00s.jpg,9564,16096,7961,8247,7938,8047,8512,8502,10116,8889,7923,0
ネオクッパシティ,150cc,DLC2,data\images_person2\DLC2_150cc\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h14m00s.jpg,9565,16115,7979,8241,8062,8551,8512,10139,8912,7912,11196,7959
