cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
サンシャインくうこう,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h11m34s.jpg,12802,22423,9708,1055,13406,10246,16680,10006,15318,10489,13980,10441
パリプロムナード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h15m20s.jpg,12810,22435,9729,1066,13408,16687,10003,15311,10474,14006,10430,10457
ネイチャーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h18m54s.jpg,12793,22420,9738,1068,13424,16689,15335,10490,14027,10411,10459,17849
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h22m26s.jpg,12792,22405,9767,1072,13433,16688,15305,10515,14040,10432,10445,17832
ドーナツへいや,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h25m46s.jpg,12806,22375,9754,1077,13461,16686,15320,10509,14036,10431,10457,17848
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h29m12s.jpg,12805,22360,13469,16665,15339,14063,10452,10474,17846,19928,16725,17169
トーキョースクランブル,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h33m12s.jpg,12828,22378,13481,16637,15338,14079,10447,17831,19901,16727,17190,0
マリオカートスタジアム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h36m06s.jpg,12846,22345,13469,15339,14106,10449,17846,19891,16755,17195,10778,0
キノピオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h39m32s.jpg,12829,22342,13485,15362,14103,17843,19869,16782,17209,10760,15174,18229
ロンドンアベニュー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h42m54s.jpg,12848,22323,13472,15367,14115,17838,19882,16759,17181,10762,15205,10797
ネイチャーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h46m48s.jpg,12856,22327,15376,17829,19859,16781,17167,10750,15224,10803,9169,16473
ニンニンドージョー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h50m16s.jpg,12853,22327,15404,17809,19852,16792,17143,10747,15242,10814,9161,16494
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h54m08s.jpg,12830,22345,15402,19825,16803,17144,10763,15261,10811,9162,16516,5082
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_00h58m18s.jpg,12841,22316,15429,19817,16794,17163,10753,10791,16502,5099,17780,0
カラカラさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h02m00s.jpg,12846,22319,15435,19796,16787,10751,16518,5128,17805,15057,9374,10267
SFCレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h06m30s.jpg,12857,15453,19817,16797,10742,5159,17804,15054,9376,12575,18348,10258
サンシャインくうこう,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h09m36s.jpg,12878,15438,19785,16801,10731,5160,17826,15055,9380,12575,18355,10284
ツルツルツイスター,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h17m28s.jpg,12916,15457,19778,16832,5199,17818,9402,18336,22285,10717,10811,14993
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h25m08s.jpg,12873,15418,19748,16828,5251,17852,9425,18353,22312,10722,10815,14984
モーモーカントリー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h28m56s.jpg,12895,15396,19755,16853,5283,17837,9437,18332,22303,10829,14978,0
ピーチガーデン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h32m10s.jpg,12877,15407,19723,16868,5288,17839,9444,18357,22316,10836,14968,9013
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h36m06s.jpg,12878,15394,19720,16859,5288,17863,9471,22325,10849,14981,9011,11365
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h39m36s.jpg,12888,15415,19712,16834,5323,17871,9472,22333,10838,14982,11362,13184
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h43m16s.jpg,12919,15417,19694,16824,5354,17880,9462,22333,10861,14980,11350,13163
GBAマリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h47m04s.jpg,12905,15419,19695,16794,5368,17894,9482,22313,10859,15007,11332,13189
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h50m04s.jpg,12890,15426,19691,16804,5403,17912,9491,22280,10843,14995,11330,13209
キノピオハーバー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_01h56m50s.jpg,12928,15416,19672,16786,5456,17935,9512,22271,10837,11295,13231,28675
パリプロムナード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h00m48s.jpg,12959,15418,19651,16802,5466,17939,9506,22253,10816,11323,13231,28678
マリオカートスタジアム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h08m08s.jpg,12971,15393,19613,16819,5504,17925,22255,10795,11357,13258,28702,4555
シドニーサンシャイン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h11m28s.jpg,13001,15371,19626,16840,5511,17924,22242,10774,11368,13273,28677,4569
GBAマリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h15m06s.jpg,12982,15394,19596,16841,5535,22220,10796,11361,13303,28676,4579,11702
ミュートシティ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h18m06s.jpg,12977,15391,19565,16841,5558,22235,10817,11347,13293,28674,4580,11733
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h25m10s.jpg,12956,15414,19536,16856,5602,22236,10826,11349,13307,28652,4574,11760
ヨッシーサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h31m30s.jpg,12960,15418,19521,16837,5646,22270,10826,11367,13256,28649,4589,11778
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h35m00s.jpg,12955,15400,19528,16857,5659,22280,10833,11359,28647,4589,11809,15738
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h38m38s.jpg,12971,15397,19511,16837,5686,22295,10813,11355,28664,4590,11815,15744
キノピオハーバー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h42m58s.jpg,12956,15410,19485,16823,5717,22305,10811,11368,28681,11792,15746,11474
ドーナツへいや,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h46m48s.jpg,12932,15402,19492,16838,5731,22320,10820,28661,11805,15773,11457,14944
GBAマリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h49m46s.jpg,12934,15391,19495,16820,5759,22339,10801,28664,11833,15776,11455,14922
ツルツルツイスター,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h52m58s.jpg,15369,19484,16801,5784,10796,28662,11855,15774,11463,14951,13896,13971
ドッスンいせき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_02h56m30s.jpg,15387,19471,16797,5819,10786,28656,11868,15796,11482,14924,13960,15369
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h07m44s.jpg,15373,19415,16818,5869,10781,28609,11925,15771,14953,15437,18994,12522
どうぶつの森,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h16m04s.jpg,13061,9119,11623,13588,10743,13507,15350,15746,11916,14928,16821,10707
ウォーターパーク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h19m58s.jpg,9121,11619,13586,13489,15375,15715,11922,14939,16823,10691,17780,13472
ドーナツへいや,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h27m00s.jpg,9116,11648,13583,13502,15351,15731,11950,14921,16835,10723,13479,15306
マリオサーキット3,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h30m14s.jpg,9119,11634,13576,13500,15362,15706,11977,16858,10737,13499,15307,10794
ヨッシーサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h38m14s.jpg,9138,11643,15392,15701,11985,16834,10783,13516,15303,15456,9997,14031
マリオカートスタジアム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h41m44s.jpg,9132,11640,15397,15716,11986,16842,10811,13503,15455,9994,14058,12540
キノコキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h45m12s.jpg,11656,15366,15711,11997,16824,10800,13506,15444,9985,14086,12560,0
ドッスンいせき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h48m44s.jpg,11632,15363,15724,11995,16841,13513,15453,9983,14114,12540,12708,13764
アイスビルディング,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h52m14s.jpg,15374,15729,11991,16824,13543,15453,9980,14133,12540,12734,7417,0
エレクトロドリーム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_03h56m06s.jpg,15400,15726,12011,16825,13537,15473,9973,14143,12531,12707,4604,11181
キノコキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h03m42s.jpg,15431,15756,12024,16831,15438,9987,14148,12701,4633,11152,21603,19277
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h11m24s.jpg,15429,15757,12032,16864,9987,14140,12708,4655,21634,19283,9801,11220
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h14m56s.jpg,15430,15733,12054,16887,9990,14123,12708,4663,21637,19298,9789,0
アイスビルディング,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h19m04s.jpg,15456,15736,12052,16906,14140,12694,4661,21640,19271,9790,10923,0
リンリンメトロ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h22m52s.jpg,15483,15751,12078,16876,14146,12707,21612,19261,9787,10917,12697,13805
ミュートシティ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h26m14s.jpg,15505,15763,12080,16861,14150,12729,21630,19229,9785,10932,12693,13784
スノーランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h30m18s.jpg,15477,15780,12088,16851,14160,12710,21648,19234,9794,10961,12684,13768
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h35m10s.jpg,16917,8200,18385,9090,10064,15418,9432,15976,15449,9967,16876,0
ピーチガーデン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h41m58s.jpg,16927,8216,18390,10052,9430,16003,15416,9980,16908,12110,19236,15796
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h45m54s.jpg,16926,8220,18363,10049,9436,16018,15443,9969,16927,12113,19243,15801
カラカラさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h49m40s.jpg,16950,8215,18341,9449,16003,15448,16936,12135,19259,15796,6665,8926
ツルツルツイスター,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h53m20s.jpg,16929,8225,18363,9443,16002,15464,16925,12161,19260,15807,6670,8916
SFCレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_04h56m50s.jpg,16918,8247,18386,9433,16007,15485,16909,12162,19238,15822,6668,8929
マリオサーキット3,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15338 今月の目標は16200!!【岸堂天真ホロスターズ】_05h00m44s.jpg,16938,8243,18383,9431,15476,16923,12193,19239,15832,6681,8920,13312
ワリオスノーマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h00m58s.jpg,11645,21185,19004,19563,14616,14727,998,11145,11333,15618,21722,23884
ヘイホーこうざん,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h10m52s.jpg,21165,19023,19579,14601,14701,1001,11180,11378,15633,13448,12282,18803
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h15m02s.jpg,14705,1006,11198,11381,15626,13474,12294,18825,10799,8096,0,0
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h19m34s.jpg,14682,1020,11203,11392,15607,12310,18837,10828,11707,14282,14956,12094
スノーランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h23m56s.jpg,14688,1021,11413,15587,12340,18842,10834,11696,14951,12088,16250,21714
ミュートシティ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h27m26s.jpg,14716,1019,11404,15567,12341,18843,11723,14968,12084,16250,21718,0
ツルツルツイスター,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h34m56s.jpg,14771,1018,11384,15545,18832,11766,14986,21714,10980,11068,12010,27235
ドルフィンみさき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h38m46s.jpg,14769,1016,11365,15526,18834,11757,15013,21729,10978,11086,12016,27242
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h42m14s.jpg,14767,1014,11346,15538,18822,11784,14995,21748,10990,11078,12038,27236
マリオサーキット3,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h52m58s.jpg,14825,1025,11337,15581,18805,14992,21745,11008,11100,12042,27240,18977
パリプロムナード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h55m56s.jpg,14834,1036,11360,15609,18780,21751,10997,11078,12044,27252,18975,0
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_00h59m16s.jpg,14841,1034,11366,15587,18803,21761,11014,11078,12037,27264,18955,10100
キノコリッジウェイ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h03m12s.jpg,14819,1032,11363,15608,18816,11001,11070,27281,18958,10118,0,0
キノコキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h06m46s.jpg,14821,1030,15621,18838,11003,11059,27281,10119,15985,0,0,0
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h13m38s.jpg,14830,1025,15672,18839,10994,11065,27287,10128,15992,19494,14618,29552
マリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h17m54s.jpg,14854,1023,15669,18863,10988,11064,27263,10144,16004,19492,14598,29560
ワリオスノーマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h25m08s.jpg,14867,1022,15674,18858,11021,27294,10140,16003,19456,14627,29581,0
N64カラカラさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h28m18s.jpg,14858,1020,15703,18850,11011,27307,10150,16015,19459,14607,29588,0
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h31m38s.jpg,15720,18842,11018,27321,10152,16020,19466,14582,29559,0,0,0
エキサイトバイク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h39m06s.jpg,15723,18806,11059,27342,10165,16067,14588,19424,12879,10075,2726,9689
ドルフィンみさき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h42m36s.jpg,15739,18790,11061,27359,10158,16077,14595,12883,10077,2724,9715,0
N64カラカラさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h45m26s.jpg,15752,18805,11055,27376,10147,16084,14593,12868,10089,2737,9703,13887
エキサイトバイク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h49m00s.jpg,15772,18797,11067,27383,10145,16083,14575,12898,10078,2734,9706,13900
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h52m16s.jpg,15796,18813,11068,27354,10154,16087,14586,12917,10072,2732,9705,13892
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15618 今月の目標は16200!!【岸堂天真ホロスターズ】_01h55m46s.jpg,15811,18805,11080,27366,10152,16096,14612,12896,10066,2750,9693,13884
ヨッシーバレー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h00m20s.jpg,16298,9127,11623,1336,11618,12860,9179,18219,9716,9244,4377,15859
GBAマリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h04m34s.jpg,10506,11580,9195,10482,6036,10379,12554,10289,9287,11312,15874,11025
メリーメリーマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h07m34s.jpg,10483,11588,9191,10467,6035,10384,12570,10311,9313,11304,15878,11023
リンリンメトロ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h11m28s.jpg,15026,10918,6127,12203,18405,14281,9633,12350,15048,9372,14277,15877
サンシャインくうこう,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h14m54s.jpg,15051,12192,18405,14277,9625,12370,9392,14257,15895,6833,0,0
N64レインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h18m48s.jpg,15076,12203,18418,14291,9632,12344,9386,14241,15883,6850,14815,10522
ヨッシーバレー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h22m00s.jpg,15055,12218,18428,14317,9624,12338,9398,14246,15876,6845,14835,10516
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h26m02s.jpg,15040,12248,18438,9632,12347,9391,15875,6854,10507,29187,10350,0
ワリオスノーマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h30m56s.jpg,15043,18417,9623,12321,9408,15866,6868,29193,10701,9501,0,0
GBAマリオサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h35m04s.jpg,14247,13682,10738,9715,13424,10728,10096,1625,15859,14924,0,0
新レインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h38m20s.jpg,13683,10738,9714,13443,10745,10108,1626,15880,14905,4697,15055,6870
ミュージックパーク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h42m28s.jpg,13682,10766,13448,10121,1624,15857,14917,4705,15072,6864,14772,19050
ホネホネさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h46m16s.jpg,10771,13460,10124,1624,15876,14902,4702,15096,6888,14751,13716,0
キノコキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h50m00s.jpg,10778,10142,1622,15898,14898,4704,15087,6890,14769,12784,12819,0
ドーナツへいや,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h53m24s.jpg,10154,1638,15872,14910,4715,6883,14788,12771,12845,12606,0,0
パリプロムナード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_00h57m14s.jpg,10169,1643,15858,14909,4727,6900,14811,12865,12584,11439,10469,11020
サンシャインくうこう,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h00m54s.jpg,10165,1641,15874,14912,4729,6902,14833,12579,11451,11039,18194,9943
トーキョースクランブル,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h04m46s.jpg,10170,1638,15895,14929,4731,6903,14846,12556,11449,11053,18193,9940
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h08m04s.jpg,10159,1635,15901,14952,4730,6919,14829,11453,11047,18202,9943,16159
3DSレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h11m52s.jpg,10149,1633,15923,14965,4739,6914,14822,11051,18202,9939,16175,0
どうぶつの森,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h22m44s.jpg,10149,1639,15969,14993,6933,11015,18194,16204,12522,12522,16552,14605
スノーランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h26m06s.jpg,10170,1636,15974,15014,6934,11031,18176,16193,12551,12501,16546,14606
ドッスンいせき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h29m38s.jpg,10175,1634,15983,14994,6941,18197,16206,12540,12511,16564,14606,9828
リボンロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h33m24s.jpg,15971,15009,6944,18193,16230,12565,12520,16572,9834,16621,11910,21661
ミュートシティ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート15859 今月の目標は16250!!【岸堂天真ホロスターズ】_01h37m02s.jpg,15988,15038,6961,18177,16226,12592,12531,16552,9828,21646,10353,0
マリオカートスタジアム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート16058 今月の目標は16250!!【岸堂天真ホロスターズ】_00h00m06s.jpg,18802,12097,10838,14088,10304,20576,14914,9132,11425,16058,14901,10374
